StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q3,Q3_5_TEXT,Q4,Q4_1_TEXT,Q4_2_TEXT,Q4_3_TEXT,Q5,Q5_4_TEXT,Q6,Q6_6_TEXT,Q7,Q9,Q10_2,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q12_12,Q12_13,Q12_14,Q12_15,Q12_16,Q12_17,Q12_18,Q12_19,Q12_20,Q12_21,Q12_22,Q12_23,Q12_24,Q12_25,Q12_26,Q12_27,Q12_28,Q12_29,Q12_30,Q12_31,Q12_32,Q12_33,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q12_12,Q12_13,Q12_14,Q12_15,Q12_16,Q12_17,Q12_18,Q12_19,Q12_20,Q12_21,Q12_22,Q12_23,Q12_24,Q12_25,Q12_26,Q12_27,Q12_28,Q12_29,Q12_30,Q12_31,Q12_32,Q12_33,Q13_1,Q13_2,Q13_3,Q14_1,Q14_2,Q14_3,Q15_1,Q15_2,Q15_3,Q16_1,Q16_2,Q17_1,Q17_2,Q18,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q20,Q21_1,Q21_2,Q21_3,Q22,Q22_4_TEXT,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30
2020-04-21 18:42:01,2020-04-21 18:45:09,IP Address,47.36.229.55,100,187,True,2020-04-21 18:45:10,R_1DZndb07408zTwL,,,,,32.54840087890625,-85.46820068359375,anonymous,EN,lhd7,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.",,,"Wall Street-type occupation,Consultant",50,I expect a double major with economics being one of my majors,,,,,,,,,Pick one or two majors,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Neutral,Yes,Netural,No,Yes,Neutral,Neutral,Neutral,Extremely competitive,Extremely competitive,No chance,No chance,"Asset pricing,Optimal rate at which to switch telephone service providers",7,5,6,0,5,5,A few times a week,3,3,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,False,No,White (including Middle Eastern),Male,Yes,,
2020-04-21 19:06:34,2020-04-21 19:09:30,IP Address,45.18.32.105,100,176,True,2020-04-21 19:09:31,R_3rPpome7V3cnnXx,,,,,35.8047027587890625,-78.88809967041015625,anonymous,EN,ask60,Sophomore,,May of,2022,,,This is my first formal economics course,,I am exploring potential interests.,,,None of the above,0,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,I'm not sure,No,No,Netural,Yes,Yes,I'm not sure,Above-average competitive,Above-average competitive,I now feel like it is less competitive,I now feel like it is less competitive,"Asset pricing,Marriage and divorce,Optimal rate at which to switch telephone service providers",8,8,0,1,2,4,Daily,2,2,0,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,No,Asian (including Indian subcontinent and Philippines),Male,Yes,,
2020-04-22 00:12:58,2020-04-22 00:17:09,IP Address,75.50.82.69,100,250,True,2020-04-22 00:17:09,R_1r2I7I4tsC8SW61,,,,,37.373992919921875,-121.8594970703125,anonymous,EN,hx60,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,My parents or relatives pressured me.",,"The caliber of the professor,Scheduling issues","Wall Street-type occupation,Consultant",10,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,Yes,Neutral,Neutral,Above-average competitive,Average,I now feel like it is less competitive,I now feel like it is less competitive,"Asset pricing,Marriage and divorce",7,8,1,2,6,3,A few times a month,2,1,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,False,No,Asian (including Indian subcontinent and Philippines),Female,Yes,,
2020-04-22 03:53:39,2020-04-22 03:57:35,IP Address,87.68.143.36,100,235,True,2020-04-22 03:57:35,R_W6w1zELyh8III8N,,,,,32.066497802734375,34.76519775390625,anonymous,EN,imb12,Junior,,May of,2021,,,Transfer or study abroad credit,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,,Wall Street-type occupation,0,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Above-average competitive,Extremely competitive,No chance,No chance,"Asset pricing,Optimal rate at which to switch telephone service providers",10,10,0,0,0,7,Daily,3,2,0,"Yes, it increases my probability.",,Both of my parents received a college or university degree.,True,No,White (including Middle Eastern),Male,Yes,,
2020-04-22 13:51:25,2020-04-22 13:56:54,IP Address,67.164.64.129,100,328,True,2020-04-22 13:56:55,R_2aluZg6suUo8LdW,,,,,37.5659027099609375,-122.3661041259765625,anonymous,EN,med104,Freshman,,May of,2023,,,This is my first formal economics course,,I am interested in economics as a subject.,,,"Wall Street-type occupation,Consultant,Lawyer",50,I expect a double major with economics being one of my majors,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Neutral,Yes,Netural,Netural,Netural,Yes,Neutral,Yes,Extremely competitive,Extremely competitive,No chance,No chance,"Asset pricing,Optimal rate at which to switch telephone service providers",9,2,4,9,7,5,Daily,3,2,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,False,No,White (including Middle Eastern),Female,Yes,,
2020-04-23 20:40:24,2020-04-23 21:06:01,IP Address,73.7.86.65,100,1536,True,2020-04-23 21:06:02,R_1DOSxt4wF1XwAYK,,,,,33.822906494140625,-84.3535003662109375,anonymous,EN,caw112,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,,"Policy Analyst,Consultant,Working for a government agency, non-profit, foundation, NGO, etc.",20,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,Pick one or two majors,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Extremely competitive,Extremely competitive,I now feel like it is less competitive,I now feel like it is less competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",3,1,1,2,5,9,Daily,3,2,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,No,Black or African America (including Africa and Caribbean),Male,Yes,"My responses haven't really been affected by the COVID-19 crisis. ",
2020-04-24 14:06:34,2020-04-24 14:14:29,IP Address,24.211.228.109,100,475,True,2020-04-24 14:14:29,R_2Sv43ZoK0L5iwp3,,,,,35.9181976318359375,-79.00350189208984375,anonymous,EN,dw271,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.",,,Medical profession,25,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,Yes,No,I'm not sure,Yes,Netural,I'm not sure,Yes,Neutral,I'm not sure,Above-average competitive,Extremely competitive,I now feel like it is less competitive,I now feel like it is less competitive,None of the above,9,4,2,10,9,7,A few times a week,1,2,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,No,Asian (including Indian subcontinent and Philippines),Female,Yes,COVID-19 made me made me even more interested in social relationships and the organization and structure of society. I feel like I think about it a lot more and I've been reading quite a bit regarding the topic.,
2020-04-24 14:13:41,2020-04-24 14:19:57,IP Address,67.81.222.32,100,375,True,2020-04-24 14:19:57,R_3hbyuOiu0WSUuQq,,,,,41.780303955078125,-73.68849945068359375,anonymous,EN,cab171,Freshman,,May of,2023,,,Other—please describe.,A- level economics,I am interested in economics as a subject.,,,None of the above,30,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,No,No,No,No,No,No,Yes,Yes,Yes,Average,Average,No chance,I now feel like it is less competitive,Asset pricing,10,3,1,0,10,10,A few times a week,2,3,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,False,No,White (including Middle Eastern),Female,Yes,,
2020-04-25 08:35:45,2020-04-25 08:41:42,IP Address,75.108.50.94,100,357,True,2020-04-25 08:41:43,R_2YQVsUy4ihSFFSo,,,,,35.5890960693359375,-77.345001220703125,anonymous,EN,emm89,Junior,,May of,2021,,,This is my first formal economics course,,I am interested in economics as a subject.,,,Medical profession,100,I expect a single major in economics,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Neutral,Neutral,Yes,Yes,Netural,Yes,Yes,Yes,Above-average competitive,Extremely competitive,No chance,No chance,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",10,10,1,1,8,10,A few times a month,0,2,0,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,No,White (including Middle Eastern),Female,Yes,,
2020-04-25 19:38:31,2020-04-25 19:48:48,IP Address,96.255.88.165,100,616,True,2020-04-25 19:48:48,R_7Up8DNwHSq06Hdf,,,,,38.9618072509765625,-77.11930084228515625,anonymous,EN,lol69,Junior,,May of,2021,,,This is my first formal economics course,,"I am interested in economics as a subject.,Other—please describe.","Econ is one of those things that everyone should take, whether in college or high school. It's critical in knowing how the world works. Hopefully it will help me when I one day do entrepreneurship, but it's already helped me in my personal finances and daily life.",,Academic or Researcher,0,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Above-average competitive,Above-average competitive,No chance,No chance,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",10,10,3,2,6,8,A few times a week,3,2,0,Other. Please explain:,"I am a junior majoring in engineering, and never considered economics, so no change.",Both of my parents received a college or university degree.,True,,,,Yes,"Nope. It's been business as usual, just with online lectures that obviously aren't as engaging or fun as in-person, but that's just because of the medium, not the professor.","The NetID at the top is obviously not real. I would appreciate making the NetID an optional piece of info for this *optional* survey. All of the information I provided was truthful and honest, I just don't necessarily want my name on it for people I don't know to see. Yes, you could probably track me down given my responses since I'm not the typical Econ 101 student, but that wouldn't really be in the spirit of research integrity, now would it?"
2020-04-25 21:06:06,2020-04-25 21:09:28,IP Address,104.49.1.31,100,201,True,2020-04-25 21:09:28,R_3OqVgIv83riLwYU,,,,,34.3914031982421875,-77.659698486328125,anonymous,EN,iml11,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,Scheduling issues,"Academic or Researcher,Wall Street-type occupation,Consultant,Working for a government agency, non-profit, foundation, NGO, etc.,Medical profession",97,I expect a double major with economics being one of my majors,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Extremely competitive,Extremely competitive,I now feel like it is less competitive,I now feel like it is less competitive,"Asset pricing,Protection of endangered species,Optimal rate at which to switch telephone service providers",5,3,1,4,6,6,A few times a week,3,2,2,"No, it is irrelevant.",,Only my father received a college or university degree.,True,No,Asian (including Indian subcontinent and Philippines),Female,Yes,No,
2020-04-27 18:34:55,2020-04-27 18:38:09,IP Address,75.73.62.70,100,193,True,2020-04-27 18:38:10,R_27d6Sr0QW4kfMIf,,,,,44.9015045166015625,-93.3719024658203125,anonymous,EN,cwd21,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,,"Wall Street-type occupation,Policy Analyst,Consultant",15,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Netural,Yes,Yes,Neutral,Yes,Below-average competitive,Average,No chance,No chance,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",10,10,4,6,7,7,A few times a week,2,2,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,No,White (including Middle Eastern),Male,Yes,No,
