StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q31,Q2,Q2_5_TEXT,Q3,Q3_1_TEXT,Q3_2_TEXT,Q3_3_TEXT,Q4,Q4_4_TEXT,Q5,Q5_6_TEXT,Q6,Q8_2,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q10_12,Q10_13,Q10_14,Q10_15,Q10_16,Q10_17,Q10_18,Q10_19,Q10_20,Q10_21,Q10_22,Q10_23,Q10_24,Q10_25,Q10_26,Q10_27,Q10_28,Q10_29,Q10_30,Q10_31,Q10_32,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,Q11_13,Q11_14,Q11_15,Q11_16,Q11_17,Q11_18,Q11_19,Q11_20,Q11_21,Q11_22,Q11_23,Q11_24,Q11_25,Q11_26,Q11_27,Q11_28,Q11_29,Q11_30,Q11_31,Q11_32,Q12_1,Q12_2,Q12_3,Q14_1,Q14_2,Q14_3,Q15_1,Q15_2,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q19,Q20_1,Q20_2,Q20_3,Q21,Q21_4_TEXT,Q22,Q23,Q24,Q25,Q26,Q27,Q28
2020-02-18 07:38:02,2020-02-18 07:41:15,IP Address,152.3.43.53,100,192,True,2020-02-18 07:41:15,R_XB2e46jFjjEL7yN,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,jaz21,Yes,Freshman,,May of,2024,,,ECON 101,,"I am exploring potential interests.,I am exploring potential career paths.,It will help me achieve my career goals.",,"Wall Street-type occupation,Consultant,Lawyer",95,I expect a single major in economics,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Neutral,Yes,Yes,Neutral,Extremely competitive,Extremely competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",8,6,9,3,7,7,A few times a week,2,2,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,No,White (including Middle Eastern),Male,Yes,
2020-02-18 07:39:09,2020-02-18 07:45:29,IP Address,198.86.29.22,100,379,True,2020-02-18 07:45:29,R_3fMGT4k3DgJ9hK3,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,wss11,Yes,Sophomore,,May of,2022,,,ECON 101,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,"Wall Street-type occupation,Consultant",25,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,Pick one or two majors,,,,,,No,Yes,Yes,Neutral,Neutral,I'm not sure,Extremely competitive,Extremely competitive,"Asset pricing,Marriage and divorce,Optimal rate at which to switch telephone service providers",7,9,1,1,5,4,Daily,4,3,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,False,No,White (including Middle Eastern),Male,No,
2020-02-18 05:56:35,2020-02-18 07:47:27,IP Address,152.3.43.41,100,6651,True,2020-02-18 07:47:27,R_1LkiZguie1BF0cJ,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,nak28,Yes,Freshman,,May of,2023,,,ECON 101,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,Wall Street-type occupation,70,I expect a single major in economics,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Neutral,Yes,Above-average competitive,Extremely competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",9,9,2,6,9,7,A few times a week,3,2,1,"Yes, it decreases my probability.",,Both of my parents received a college or university degree.,True,No,Asian (including Indian subcontinent and Philippines),Female,Yes,
2020-02-18 07:47:48,2020-02-18 07:52:20,IP Address,152.3.43.45,100,272,True,2020-02-18 07:52:20,R_1OBjaFMTgKtFhwg,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,Wsy4,Yes,Sophomore,,May of,2022,,,ECON 101,,I am interested in economics as a subject.,,Wall Street-type occupation,40,I expect a single major in economics,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Average,Average,Asset pricing,4,6,4,5,5,6,A few times a week,3,2,4,"No, it is irrelevant.",,Only my mother received a college or university degree.,False,No,White (including Middle Eastern),Male,No,
2020-02-18 07:54:36,2020-02-18 07:58:45,IP Address,152.3.43.56,100,249,True,2020-02-18 07:58:46,R_24oeqzQr3ElT5Hv,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,erb50,Yes,Freshman,,May of,2023,,,ECON 101,,I am interested in economics as a subject.,,Wall Street-type occupation,100,I expect a single major in economics,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Extremely competitive,Extremely competitive,"Asset pricing,Optimal rate at which to switch telephone service providers",10,7,3,5,9,5,A few times a week,2,4,3,"No, it is irrelevant.",,Both of my parents received a college or university degree.,False,No,White (including Middle Eastern),Male,Yes,
2020-02-18 07:55:35,2020-02-18 07:59:36,IP Address,107.77.234.31,100,240,True,2020-02-18 07:59:36,R_25s9kxus251IiaF,,,,,33.748504638671875,-84.3871002197265625,anonymous,EN,ac620,No,Freshman,,May of,2023,,,High school AP economics course(s).,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,"Wall Street-type occupation,Consultant,Working for a government agency, non-profit, foundation, NGO, etc.",95,I expect a single major in economics,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Neutral,Yes,Yes,Yes,Yes,Extremely competitive,Extremely competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",6,1,8,10,10,9,Daily,4,3,3,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,Yes,White (including Middle Eastern),Female,Yes,
2020-02-18 07:57:50,2020-02-18 08:00:15,IP Address,152.3.43.53,100,144,True,2020-02-18 08:00:16,R_2YPpHQszaUbQJO9,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,mw439,Yes,Freshman,,May of,2023,,,ECON 101,,"I am exploring potential interests.,I am interested in economics as a subject.,It will help me achieve my career goals.",,Wall Street-type occupation,79,I expect a double major with economics being one of my majors,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Above-average competitive,Above-average competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Optimal rate at which to switch telephone service providers",7,8,2,5,7,9,A few times a week,4,2,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,No,Asian (including Indian subcontinent and Philippines),Male,Yes,
2020-02-18 07:55:01,2020-02-18 08:01:34,IP Address,152.3.43.40,100,393,True,2020-02-18 08:01:35,R_12cpM6sYuaxiz2F,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,jjz8,No,Freshman,,May of,2023,,,High school AP economics course(s).,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.",,"Wall Street-type occupation,Consultant,Lawyer,Medical profession",25,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,No,Yes,Neutral,Neutral,Yes,Above-average competitive,Extremely competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",7,1,0,5,6,7,Daily,3,2,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,No,Asian (including Indian subcontinent and Philippines),Male,Yes,
2020-02-18 07:59:29,2020-02-18 08:03:07,IP Address,152.3.43.40,100,217,True,2020-02-18 08:03:08,R_241x3afYZIeWqCh,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,Arg48,Yes,Freshman,,May of,2023,,,ECON 101,,"I am interested in economics as a subject.,It will help me achieve my career goals.",,Lawyer,80,I expect a double major with economics being one of my majors,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Above-average competitive,Above-average competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",9,7,6,4,7,7,A few times a week,3,4,2,"No, it is irrelevant.",,Only my mother received a college or university degree.,True,Yes,White (including Middle Eastern),Male,Yes,
2020-02-18 08:02:07,2020-02-18 08:06:02,IP Address,152.3.43.43,100,235,True,2020-02-18 08:06:03,R_3R9fA8iGXkmda1x,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,Cst27,No,Sophomore,,May of,2022,,,High school AP economics course(s).,,"I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,"Wall Street-type occupation,Consultant",100,I expect a single major in economics,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,No,Yes,Neutral,Neutral,Yes,Extremely competitive,Extremely competitive,"Asset pricing,Protection of endangered species,Optimal rate at which to switch telephone service providers",6,5,2,5,7,5,Daily,4,3,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,False,No,White (including Middle Eastern),Male,Yes,
2020-02-18 08:04:29,2020-02-18 08:06:50,IP Address,152.3.43.40,100,141,True,2020-02-18 08:06:51,R_z27DVLW0gaL4cb7,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,jgm65,Yes,Freshman,,May of,2023,,,ECON 101,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,"Wall Street-type occupation,Policy Analyst",97,I expect a single major in economics,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Average,Average,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",10,10,2,4,10,10,Daily,4,3,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,No,"American Indian or Alaska Native (including all Original Peoples of the Americas),White (including Middle Eastern)",Male,Yes,
2020-02-18 08:04:49,2020-02-18 08:07:34,IP Address,152.3.43.41,100,165,True,2020-02-18 08:07:35,R_1Fhzxs240gqf08Y,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,amd174,Yes,Freshman,,May of,2023,,,ECON 101,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,"Wall Street-type occupation,Consultant",90,I expect a double major with economics being one of my majors,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Yes,Yes,Yes,Yes,Yes,Extremely competitive,Extremely competitive,"Asset pricing,Protection of endangered species",8,8,3,3,8,8,A few times a month,2,3,2,"No, it is irrelevant.",,Only my father received a college or university degree.,True,No,White (including Middle Eastern),Male,Yes,
2020-02-18 08:05:15,2020-02-18 08:08:34,IP Address,198.86.29.22,100,198,True,2020-02-18 08:08:34,R_3haNJSqN0Xj8veO,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,lms115,No,Freshman,,May of,2023,,,"High school AP economics course(s).,This is my first formal economics course",,"I am exploring potential interests.,I am exploring potential career paths.,It will help me achieve my career goals.",,"Consultant,Lawyer",4,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Extremely competitive,Extremely competitive,"Asset pricing,Marriage and divorce,Optimal rate at which to switch telephone service providers",6,1,2,1,10,8,Daily,1,4,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,No,White (including Middle Eastern),Male,Yes,
2020-02-18 08:02:43,2020-02-18 08:09:08,IP Address,198.86.29.22,100,385,True,2020-02-18 08:09:09,R_2tKyw4iN8xYE7vV,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,jsw75,Yes,Freshman,,May of,2023,,,ECON 101,,"I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,"Consultant,Working for a government agency, non-profit, foundation, NGO, etc.",95,I expect a single major in economics,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Yes,Yes,Neutral,Yes,Yes,Above-average competitive,Extremely competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",5,7,1,5,8,9,A few times a week,3,2,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,False,No,Asian (including Indian subcontinent and Philippines),Female,Yes,
2020-02-18 08:07:25,2020-02-18 08:10:27,IP Address,198.86.29.21,100,182,True,2020-02-18 08:10:27,R_2QM92t3WAnjVw7u,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,km455,Yes,Sophomore,,May of,2022,,,ECON 101,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,"Wall Street-type occupation,Consultant",100,I expect a single major in economics,,,,,,,,,Pick one or two majors,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Neutral,Neutral,Yes,Yes,Neutral,Extremely competitive,Extremely competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Optimal rate at which to switch telephone service providers",10,9,3,2,9,8,A few times a week,2,2,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,No,White (including Middle Eastern),Female,Yes,
2020-02-18 08:06:32,2020-02-18 08:10:57,IP Address,152.3.43.45,100,264,True,2020-02-18 08:10:57,R_ueV1TvWKPIvbxp7,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,wrd9,No,Sophomore,,May of,2022,,,ECON 101,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,"Wall Street-type occupation,Working for a government agency, non-profit, foundation, NGO, etc.",100,I expect a single major in economics,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Extremely competitive,Extremely competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",10,8,2,9,9,9,A few times a week,0,4,3,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,No,White (including Middle Eastern),Male,Yes,
2020-02-18 08:08:27,2020-02-18 08:11:39,IP Address,152.3.43.45,100,192,True,2020-02-18 08:11:40,R_2zkd0GctXloJZgY,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,tac69,Yes,Freshman,,May of,2023,,,"High school AP economics course(s).,ECON 101",,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,"Policy Analyst,Consultant,Lawyer",95,I expect a double major with economics being one of my majors,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Above-average competitive,Above-average competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",10,4,4,1,8,9,A few times a week,3,3,1,"No, it is irrelevant.",,Only my mother received a college or university degree.,True,No,White (including Middle Eastern),Male,Yes,
2020-02-18 08:06:58,2020-02-18 08:13:15,IP Address,174.194.25.54,100,377,True,2020-02-18 08:13:15,R_eYgHB7dNb5Cy3eh,,,,,35.9824981689453125,-78.53759765625,anonymous,EN,Lab142,Yes,Freshman,,May of,2023,,,ECON 101,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.,My parents or relatives pressured me.",,"K-12 teacher,Wall Street-type occupation,Consultant,Lawyer,Working for a government agency, non-profit, foundation, NGO, etc.",20,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,Pick one or two majors,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Extremely competitive,Extremely competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",5,7,2,2,10,10,A few times a month,0,3,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,False,No,,,Yes,
2020-02-18 08:09:15,2020-02-18 08:13:30,IP Address,152.3.43.52,100,254,True,2020-02-18 08:13:31,R_325FLZCadixcUXM,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,Pas62,No,Freshman,,May of,2023,,,Other—please describe.,"I took 2 AP classes in HS, but no credit",I am interested in economics as a subject.,,Consultant,89,I expect a double major with economics being one of my majors,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Yes,Neutral,Neutral,Neutral,Neutral,Extremely competitive,Extremely competitive,"Asset pricing,Optimal rate at which to switch telephone service providers",8,10,2,3,8,9,Daily,2,3,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,Yes,White (including Middle Eastern),Male,Yes,
2020-02-18 08:10:36,2020-02-18 08:14:49,IP Address,152.3.43.41,100,253,True,2020-02-18 08:14:49,R_Br1cRf2oC63q8pz,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,cmp106,Yes,Freshman,,May of,2023,,,ECON 101,,"I am interested in economics as a subject.,It will help me achieve my career goals.",,"Wall Street-type occupation,Consultant,Lawyer",90,I expect a single major in economics,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Above-average competitive,Extremely competitive,"Asset pricing,Optimal rate at which to switch telephone service providers",8,5,2,2,4,5,A few times a month,4,3,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,Yes,White (including Middle Eastern),Female,Yes,
2020-02-18 08:11:15,2020-02-18 08:15:42,IP Address,152.3.43.45,100,266,True,2020-02-18 08:15:42,R_30cX37zp9yyfPDv,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,wcf13,No,Freshman,,May of,2023,,,High school AP economics course(s).,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,"Wall Street-type occupation,Consultant",100,I expect a double major with economics being one of my majors,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Above-average competitive,Above-average competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",8,8,4,6,8,7,A few times a week,3,2,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,False,No,"Asian (including Indian subcontinent and Philippines),White (including Middle Eastern)",Male,Yes,
2020-02-18 08:15:08,2020-02-18 08:19:29,IP Address,152.3.43.43,100,261,True,2020-02-18 08:19:30,R_3lrI18LYrvdGRhY,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,Rj100,No,Freshman,,May of,2023,,,High school AP economics course(s).,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.",,"Policy Analyst,Consultant,Working for a government agency, non-profit, foundation, NGO, etc.,Medical profession",60,I expect a double major with economics being one of my majors,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Yes,Yes,Yes,Neutral,Yes,Above-average competitive,Above-average competitive,"Asset pricing,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",8,6,3,8,8,7,Daily,2,3,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,No,Asian (including Indian subcontinent and Philippines),Male,Yes,
2020-02-18 08:16:30,2020-02-18 08:20:21,IP Address,152.3.43.45,100,231,True,2020-02-18 08:20:21,R_27VbbgMnYE3EwmV,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,ar534,No,Freshman,,May of,2023,,,High school AP economics course(s).,,I am exploring potential career paths.,,"Academic or Researcher,Policy Analyst,Consultant,Lawyer,Working for a government agency, non-profit, foundation, NGO, etc.",35,I expect a double major with economics being one of my majors,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Yes,I'm not sure,Neutral,Yes,Yes,Extremely competitive,Extremely competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",5,5,2,3,7,7,Daily,1,4,1,"Yes, it decreases my probability.",,Both of my parents received a college or university degree.,True,,Asian (including Indian subcontinent and Philippines),Male,Yes,
2020-02-18 08:18:34,2020-02-18 08:23:21,IP Address,152.3.43.56,100,286,True,2020-02-18 08:23:21,R_1rulLNqSIQBNDYy,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,jms292,Yes,Freshman,,May of,2023,,,ECON 101,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.",,"Wall Street-type occupation,Consultant,Working for a government agency, non-profit, foundation, NGO, etc.",80,I expect a single major in economics,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Neutral,Neutral,I'm not sure,I'm not sure,I'm not sure,Average,Above-average competitive,"Asset pricing,Optimal rate at which to switch telephone service providers",0,7,0,2,7,2,Hardly ever,0,0,0,"No, it is irrelevant.",,"I don't know, N/A.",False,No,,Female,No,
2020-02-18 08:19:49,2020-02-18 08:23:44,IP Address,198.86.29.22,100,234,True,2020-02-18 08:23:44,R_sdojJ5hFLNMUy2d,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,rnt6,Yes,Freshman,,May of,2023,,,ECON 101,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.",,"Wall Street-type occupation,Consultant,Lawyer",70,I expect a double major with economics being one of my majors,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,No,Yes,Yes,Neutral,Yes,Below-average competitive,Average,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",8,6,8,1,10,10,Daily,2,2,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,False,No,Asian (including Indian subcontinent and Philippines),Female,Yes,
2020-02-18 08:20:13,2020-02-18 08:24:37,IP Address,99.203.20.210,100,264,True,2020-02-18 08:24:38,R_2y4nsZi01pahc4K,,,,,38.846405029296875,-77.30480194091796875,anonymous,EN,arf41,Yes,Freshman,,May of,2023,,,ECON 101,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,"Academic or Researcher,Wall Street-type occupation,Policy Analyst,Consultant,Lawyer,Working for a government agency, non-profit, foundation, NGO, etc.",65,I expect a double major with economics being one of my majors,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Neutral,I'm not sure,I'm not sure,I'm not sure,Above-average competitive,Above-average competitive,"Asset pricing,Marriage and divorce,Optimal rate at which to switch telephone service providers",8,8,10,10,9,10,A few times a week,1,2,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,False,No,White (including Middle Eastern),Male,Yes,
2020-02-18 08:20:59,2020-02-18 08:25:01,IP Address,24.163.88.134,100,241,True,2020-02-18 08:25:01,R_bxwGL2gwgTlvfA5,,,,,36.0229034423828125,-78.94640350341796875,anonymous,EN,jw543,No,Junior,,May of,2021,,,"High school AP economics course(s).,ECON 101",,It will help me achieve my career goals.,,None of the above,0,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Neutral,Yes,Average,Above-average competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",8,8,6,6,8,7,A few times a week,3,2,0,"No, it is irrelevant.",,Both of my parents received a college or university degree.,False,No,White (including Middle Eastern),Male,Yes,
2020-02-18 08:22:27,2020-02-18 08:26:42,IP Address,152.3.43.43,100,255,True,2020-02-18 08:26:42,R_5n0do7hKGzuEcTL,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,sc644,No,Freshman,,May of,2023,,,High school AP economics course(s).,,I am exploring potential interests.,,"Academic or Researcher,Working for a government agency, non-profit, foundation, NGO, etc.",20,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,Neutral,Neutral,Yes,Neutral,Neutral,Neutral,Above-average competitive,Extremely competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",8,5,2,3,6,6,Daily,1,2,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,True,No,Asian (including Indian subcontinent and Philippines),Male,Yes,
