StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,,,,Q2,Q2_5_TEXT,Q3,Q3_1_TEXT,Q3_2_TEXT,Q3_3_TEXT,Q4,Q4_4_TEXT,Q5,Q5_6_TEXT,Q6,Q7,Q7_4_TEXT,Q7_3_TEXT,Q8_2,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q10_12,Q10_13,Q10_14,Q10_15,Q10_16,Q10_17,Q10_18,Q10_19,Q10_20,Q10_21,Q10_22,Q10_23,Q10_24,Q10_25,Q10_26,Q10_27,Q10_28,Q10_29,Q10_30,Q10_31,Q10_32,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,Q11_13,Q11_14,Q11_15,Q11_16,Q11_17,Q11_18,Q11_19,Q11_20,Q11_21,Q11_22,Q11_23,Q11_24,Q11_25,Q11_26,Q11_27,Q11_28,Q11_29,Q11_30,Q11_31,Q11_32,Q12_1,Q12_2,Q12_3,Q13_1,Q13_2,Q13_3,Q14_1,Q14_2,Q14_3,Q15_1,Q15_2,Q16_1,Q16_2,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q19,Q20_1,Q20_2,Q20_3,Q21,Q21_4_TEXT,Q22,Q23,Q24,Q25,Q26,Q27,Q28
10/25/2019 10:22,10/25/2019 10:26,IP Address,152.3.43.42,100,243,TRUE,10/25/2019 10:26,R_ZwtBLi7b34aimOt,,,,Sophomore,,May of,2022,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.",,Consultant,It made my decision easier.,,,60,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Average,Average,No change,No change,"Asset pricing,Compliance by AIDS patients with their prescribed drug regimens",8,8,5,6,8,8,Hardly ever,1,2,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,TRUE,No,Asian (including Indian subcontinent and Philippines),Female,Yes,
10/25/2019 10:31,10/25/2019 10:36,IP Address,198.86.29.21,100,284,TRUE,10/25/2019 10:36,R_2R3635uU0gbBBYI,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am interested in economics as a subject.,My parents or relatives pressured me.",,"Working for a government agency, non-profit, foundation, NGO, etc.",I registered for this class not knowing it was Pass/Fail.,,,30,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,Pick one or two majors,,,,,,,Yes,No,Yes,Neutral,Neutral,Neutral,Yes,Yes,Yes,Above-average competitive,Extremely competitive,I now feel like it is more competitive,I now feel like it is more competitive,"Asset pricing,Optimal rate at which to switch telephone service providers",10,3,7,10,10,10,A few times a week,4,0,5,"Yes, it decreases my probability.",,Both of my parents received a college or university degree.,FALSE,No,White (including Middle Eastern),Female,Yes,
10/25/2019 10:17,10/25/2019 10:36,IP Address,152.3.43.42,100,1144,TRUE,10/25/2019 10:36,R_2WB9S1lJqCZS59l,,,,Freshman,,May of,2023,,,This is my first formal economics course,,I am exploring potential career paths.,,"Wall Street-type occupation,Policy Analyst,Consultant",It had no effect on my decision.,,,50,I expect a single major in economics,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,No,I'm not sure,Yes,No,I'm not sure,Yes,No,I'm not sure,Extremely competitive,Above-average competitive,I now feel it is less competitive,No change,Asset pricing,2,4,2,2,2,0,Hardly ever,1,2,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,No,White (including Middle Eastern),Female,Yes,
10/25/2019 10:37,10/25/2019 10:40,IP Address,152.3.43.43,100,184,TRUE,10/25/2019 10:40,R_3PFh7xjcYtGgMw1,,,,Freshman,,May of,2023,,,This is my first formal economics course,,I am interested in economics as a subject.,,None of the above,It had no effect on my decision.,,,29,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Neutral,Neutral,Neutral,Yes,Yes,Yes,Average,Average,I now feel it is less competitive,No change,Asset pricing,7,7,3,7,7,7,A few times a week,3,2,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,TRUE,No,Asian (including Indian subcontinent and Philippines),Male,Yes,
10/25/2019 11:02,10/25/2019 11:07,IP Address,152.3.43.57,100,293,TRUE,10/25/2019 11:07,R_4HKZWQ8Jny0Igz7,,,,Sophomore,,May of,2022,,,High school AP economics course(s).,,I am exploring potential career paths.,,Consultant,I registered for this class not knowing it was Pass/Fail.,,,0,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,Yes,Yes,Yes,Yes,Neutral,Yes,Neutral,Yes,Yes,Average,Above-average competitive,No change,No change,"Asset pricing,Marriage and divorce,Optimal rate at which to switch telephone service providers",6,3,1,0,4,6,A few times a week,2,2,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,TRUE,Yes,White (including Middle Eastern),Male,Yes,
10/25/2019 11:05,10/25/2019 11:09,IP Address,198.86.29.22,100,191,TRUE,10/25/2019 11:09,R_2xWP9MeMobSIx9X,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,"Academic or Researcher,Wall Street-type occupation,Consultant",It made me hesitant to take ECON 101. (Please explain why):,"I didn't know how rigorous the course will be, and whether it is worth it to sacrifice Deans' List for the course.",,100,I expect a double major with economics being one of my majors,,,,,,Pick one or two majors,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,No,Yes,Neutral,No,Yes,No,No,No,Not competitive at all,Extremely competitive,I now feel it is less competitive,I now feel like it is more competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",10,10,8,6,0,0,Daily,4,3,0,"Yes, it increases my probability.",,Both of my parents received a college or university degree.,TRUE,No,Asian (including Indian subcontinent and Philippines),Male,Yes,
10/25/2019 11:09,10/25/2019 11:12,IP Address,198.86.29.21,100,206,TRUE,10/25/2019 11:12,R_1rqwxXnpHAD17H9,,,,Freshman,,May of,2023,,,This is my first formal economics course,,I am interested in economics as a subject.,,Medical profession,It had no effect on my decision.,,,50,I expect a double major with economics being one of my majors,,,,Pick one or two majors,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Average,Average,No change,No change,Asset pricing,8,8,2,5,5,5,Daily,2,4,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,TRUE,Yes,White (including Middle Eastern),Male,No,
10/25/2019 11:20,10/25/2019 11:23,IP Address,152.3.43.57,100,202,TRUE,10/25/2019 11:23,R_1BXh5lQSb2fFG1B,,,,Sophomore,,May of,2022,,,This is my first formal economics course,,It will help me achieve my career goals.,,"Policy Analyst,Lawyer,Working for a government agency, non-profit, foundation, NGO, etc.",It made my decision easier.,,,5,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,Pick one or two majors,,,,,,,No,No,Neutral,Yes,Neutral,Neutral,Neutral,Yes,Neutral,Above-average competitive,Above-average competitive,I now feel it is less competitive,No change,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",3,8,2,8,10,10,A few times a week,1,4,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,No,White (including Middle Eastern),Female,Yes,
10/25/2019 11:33,10/25/2019 11:37,IP Address,24.163.79.185,100,208,TRUE,10/25/2019 11:37,R_1FzIveKuNaXwL7t,,,,Freshman,,May of,2023,,,High school AP economics course(s).,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,"Wall Street-type occupation,Consultant,Working for a government agency, non-profit, foundation, NGO, etc.",It was crucial to my decision.,,,70,I expect a double major with economics being one of my majors,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Neutral,Neutral,Neutral,Yes,Yes,Yes,Extremely competitive,Extremely competitive,I now feel like it is more competitive,I now feel like it is more competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",9,1,1,5,8,6,A few times a week,3,1,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,No,American Indian or Alaska Native (including all Original Peoples of the Americas),Female,Yes,
10/25/2019 11:34,10/25/2019 11:37,IP Address,152.3.43.42,100,174,TRUE,10/25/2019 11:37,R_1jp40yp1eXS1rAD,,,,Sophomore,,May of,2022,,,This is my first formal economics course,,I am interested in economics as a subject.,,Wall Street-type occupation,It had no effect on my decision.,,,95,I expect a single major in economics,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Neutral,Neutral,Neutral,Yes,Yes,Yes,Extremely competitive,Above-average competitive,No change,No change,"Asset pricing,Marriage and divorce,Optimal rate at which to switch telephone service providers",5,4,5,5,9,9,A few times a week,4,2,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,TRUE,No,White (including Middle Eastern),Male,Yes,
10/25/2019 11:42,10/25/2019 11:45,IP Address,152.3.43.45,100,191,TRUE,10/25/2019 11:45,R_1MKUvMLx3oNq73T,,,,Freshman,,May of,2023,,,High school AP economics course(s).,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,"Wall Street-type occupation,Consultant,Working for a government agency, non-profit, foundation, NGO, etc.",It was crucial to my decision.,,,35,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,Pick one or two majors,,,,,,Yes,Neutral,Neutral,Yes,Neutral,Neutral,Yes,Yes,Yes,Not competitive at all,Average,No change,No change,"Asset pricing,Optimal rate at which to switch telephone service providers",7,4,5,6,8,5,A few times a month,2,2,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,TRUE,No,White (including Middle Eastern),Male,Yes,
10/25/2019 11:43,10/25/2019 11:48,IP Address,152.3.43.43,100,277,TRUE,10/25/2019 11:48,R_eyyfcOekjkyO5ah,,,,Freshman,,May of,2023,,,High school AP economics course(s).,,"I am exploring potential interests.,I am exploring potential career paths.",,"Academic or Researcher,Wall Street-type occupation,Policy Analyst,Consultant,Working for a government agency, non-profit, foundation, NGO, etc.",It made my decision easier.,,,10,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,Neutral,No,I'm not sure,No,No,I'm not sure,No,Neutral,I'm not sure,Below-average competitive,Below-average competitive,No change,No change,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",8,6,2,4,6,8,A few times a week,2,3,0,"No, it is irrelevant.",,Both of my parents received a college or university degree.,TRUE,No,Black or African America (including Africa and Caribbean),Male,Yes,
10/25/2019 11:45,10/25/2019 11:49,IP Address,152.3.43.48,100,257,TRUE,10/25/2019 11:49,R_yrxln1xZQ8n3Zvj,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,"Wall Street-type occupation,Policy Analyst,Consultant",It made my decision easier.,,,80,I expect a single major in economics,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Above-average competitive,Above-average competitive,No change,I now feel like it is more competitive,"Asset pricing,Optimal rate at which to switch telephone service providers",7,6,2,2,8,7,A few times a week,1,2,2,"No, it is irrelevant.",,Neither of my parents received a college or university degree.,FALSE,No,Black or African America (including Africa and Caribbean),Male,Yes,
10/25/2019 11:50,10/25/2019 11:52,IP Address,152.3.43.45,100,127,TRUE,10/25/2019 11:52,R_1QnrNkFRnh8X2o6,,,,Freshman,,May of,2023,,,This is my first formal economics course,,I am exploring potential career paths.,,None of the above,It was crucial to my decision.,,,20,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,Yes,Yes,Yes,Yes,Neutral,Yes,Neutral,Neutral,Neutral,Above-average competitive,Above-average competitive,No change,No change,"Asset pricing,Marriage and divorce",5,5,2,10,10,4,Daily,1,1,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,TRUE,No,Asian (including Indian subcontinent and Philippines),Male,Yes,
10/25/2019 11:52,10/25/2019 11:54,IP Address,107.77.233.132,100,132,TRUE,10/25/2019 11:54,R_2XoDPk5JyZouYBz,,,,Freshman,,May of,2024,,,High school AP economics course(s).,,"I am exploring potential interests.,I am interested in economics as a subject.",,"Wall Street-type occupation,Policy Analyst",It made my decision easier.,,,65,I expect a single major in economics,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Yes,Yes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,Below-average competitive,Above-average competitive,I now feel like it is more competitive,I now feel like it is more competitive,Protection of endangered species,7,6,5,2,6,3,A few times a week,2,2,3,"No, it is irrelevant.",,Both of my parents received a college or university degree.,TRUE,No,Asian (including Indian subcontinent and Philippines),Male,Yes,
10/25/2019 11:51,10/25/2019 11:55,IP Address,152.3.43.49,100,278,TRUE,10/25/2019 11:55,R_2aFEcu2UVCwLEQx,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.",,Consultant,It was crucial to my decision.,,,30,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,No,Neutral,Neutral,Yes,Neutral,Neutral,Extremely competitive,Above-average competitive,I now feel like it is more competitive,No change,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",8,4,1,2,7,7,A few times a week,3,2,2,"Yes, it decreases my probability.",,Only my mother received a college or university degree.,FALSE,Yes,White (including Middle Eastern),Male,Yes,
10/25/2019 11:49,10/25/2019 11:57,IP Address,152.3.43.43,100,442,TRUE,10/25/2019 11:57,R_1rdZ0JzUBpqTKbr,,,,Freshman,,May of,2023,,,This is my first formal economics course,,It will help me achieve my career goals.,,Wall Street-type occupation,I registered for this class not knowing it was Pass/Fail.,,,75,I expect a single major in economics,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Neutral,Yes,Neutral,Neutral,Yes,Yes,Yes,Yes,Above-average competitive,Extremely competitive,I now feel like it is more competitive,I now feel like it is more competitive,"Asset pricing,Marriage and divorce,Optimal rate at which to switch telephone service providers",8,2,9,10,9,9,A few times a week,2,2,3,"No, it is irrelevant.",,Only my mother received a college or university degree.,TRUE,No,Black or African America (including Africa and Caribbean),Male,Yes,
10/25/2019 10:10,10/25/2019 12:03,IP Address,198.86.29.21,100,6746,TRUE,10/25/2019 12:03,R_2cvnvuSBofCJyo9,,,,Sophomore,,May of,2022,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.",,Wall Street-type occupation,It was crucial to my decision.,,,50,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,I'm not sure,Yes,Neutral,Yes,Extremely competitive,Extremely competitive,I now feel like it is more competitive,I now feel like it is more competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",10,10,0,0,0,10,Daily,2,1,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,TRUE,No,,Male,Yes,
10/25/2019 12:06,10/25/2019 12:11,IP Address,152.3.43.57,100,333,TRUE,10/25/2019 12:11,R_3D8yvuxnviBmLvr,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential career paths.,I am interested in economics as a subject.",,"Wall Street-type occupation,Policy Analyst,Medical profession",It made my decision easier.,,,40,I expect a single major in economics,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Neutral,Neutral,Neutral,Average,Above-average competitive,No change,No change,"Asset pricing,Optimal rate at which to switch telephone service providers",8,9,0,0,7,8,A few times a week,4,4,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,No,White (including Middle Eastern),Male,Yes,
10/25/2019 12:13,10/25/2019 12:17,IP Address,152.3.43.42,100,242,TRUE,10/25/2019 12:17,R_3m8NtpuY39J81GB,,,,Freshman,,May of,2023,,,Other—please describe.,"I have taken AP Macro, but you need Macro and Micro for 101 credit.","I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.",,"Wall Street-type occupation,Consultant",It had no effect on my decision.,,,80,I expect a double major with economics being one of my majors,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Neutral,Neutral,Neutral,Yes,Yes,Yes,Above-average competitive,Extremely competitive,No change,No change,"Asset pricing,Marriage and divorce,Protection of endangered species,Optimal rate at which to switch telephone service providers",9,5,4,7,8,7,Daily,3,2,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,No,Asian (including Indian subcontinent and Philippines),Male,Yes,
10/25/2019 12:22,10/25/2019 12:27,IP Address,152.3.43.46,100,326,TRUE,10/25/2019 12:27,R_WAkXoYFQoQnFGp3,,,,Freshman,,May of,2023,,,High school AP economics course(s).,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,"Wall Street-type occupation,Consultant",I registered for this class not knowing it was Pass/Fail.,,,55,I expect a double major with economics being one of my majors,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Neutral,Neutral,Neutral,Yes,Neutral,Yes,Above-average competitive,Extremely competitive,No change,No change,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",7,7,2,1,5,5,A few times a week,1,1,1,Other. Please explain:,It's not irrelevant but doesn't affect me because it is the same as me. ,Both of my parents received a college or university degree.,TRUE,No,Asian (including Indian subcontinent and Philippines),Male,Yes,
10/25/2019 12:28,10/25/2019 12:30,IP Address,152.3.43.57,100,159,TRUE,10/25/2019 12:30,R_2X7Bovg8rEeUpsm,,,,Freshman,,May of,2023,,,This is my first formal economics course,,I am exploring potential interests.,,Wall Street-type occupation,It was crucial to my decision.,,,80,I expect a double major with economics being one of my majors,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Neutral,Neutral,Neutral,Average,Above-average competitive,I now feel like it is more competitive,No change,Asset pricing,7,6,2,2,2,8,Daily,3,3,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,No,Asian (including Indian subcontinent and Philippines),Male,Yes,
10/25/2019 12:50,10/25/2019 12:56,IP Address,152.3.43.50,100,390,TRUE,10/25/2019 12:56,R_AidJIXhzyUxDUjf,,,,Sophomore,,May of,2022,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,"Wall Street-type occupation,Consultant",It made my decision easier.,,,10,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Extremely competitive,Extremely competitive,No change,No change,"Asset pricing,Marriage and divorce,Protection of endangered species",7,7,3,3,8,7,A few times a week,0,0,0,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,No,White (including Middle Eastern),Male,Yes,
10/25/2019 9:35,10/25/2019 13:41,IP Address,198.86.29.22,100,14803,TRUE,10/25/2019 13:41,R_UWQ1InEHiwzVj2N,,,,Sophomore,,May of,2022,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.,My parents or relatives pressured me.",,"Lawyer,Working for a government agency, non-profit, foundation, NGO, etc.",It was crucial to my decision.,,,0,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,Neutral,No,I'm not sure,No,No,I'm not sure,Yes,Neutral,I'm not sure,Average,Above-average competitive,No change,No change,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",6,2,1,1,7,8,A few times a week,1,2,2,"No, it is irrelevant.",,Only my father received a college or university degree.,FALSE,No,White (including Middle Eastern),Female,Yes,
10/25/2019 14:47,10/25/2019 15:00,IP Address,152.3.43.57,100,793,TRUE,10/25/2019 15:00,R_2WvAS2lgmfuvhSO,,,,Sophomore,,May of,2022,,,This is my first formal economics course,,I am exploring potential interests.,,None of the above,I registered for this class not knowing it was Pass/Fail.,,,1,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,Pick one or two majors,,,,,,,,,Yes,Neutral,Yes,Neutral,Neutral,Neutral,Yes,Neutral,Yes,Average,Above-average competitive,No change,No change,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",7,8,4,2,5,7,A few times a week,4,2,0,Other. Please explain:,"Economics is the only social science that seems relatively immune to the socialist takeover and degradation of academia that has occurred in recent decades.  For this reason, were I not set already on another major, economics would be the only social science I would consider.",Both of my parents received a college or university degree.,TRUE,No,White (including Middle Eastern),Male,Yes,
10/25/2019 15:37,10/25/2019 15:41,IP Address,152.3.43.50,100,212,TRUE,10/25/2019 15:41,R_XCj7lX7AGGbuQvf,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,"Academic or Researcher,Wall Street-type occupation,Policy Analyst,Consultant,Working for a government agency, non-profit, foundation, NGO, etc.",It had no effect on my decision.,,,70,I expect a single major in economics,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Neutral,Neutral,Yes,No,No,Yes,Above-average competitive,Extremely competitive,No change,No change,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",8,9,4,7,8,7,A few times a week,3,2,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,TRUE,No,Asian (including Indian subcontinent and Philippines),Female,Yes,
10/25/2019 16:22,10/25/2019 16:26,IP Address,152.3.43.48,100,204,TRUE,10/25/2019 16:26,R_d5uP0eygK8MI1C9,,,,Sophomore,,May of,2022,,,This is my first formal economics course,,I am interested in economics as a subject.,,"Academic or Researcher,Wall Street-type occupation,Policy Analyst,Consultant,Lawyer,Working for a government agency, non-profit, foundation, NGO, etc.",It was crucial to my decision.,,,71,I expect a double major with economics being one of my majors,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Neutral,Yes,Yes,Neutral,Yes,Yes,Neutral,Yes,Above-average competitive,Above-average competitive,No change,I now feel like it is more competitive,"Asset pricing,Marriage and divorce,Protection of endangered species,Optimal rate at which to switch telephone service providers",1,4,7,5,8,10,Daily,1,3,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,No,"Asian (including Indian subcontinent and Philippines),Black or African America (including Africa and Caribbean),White (including Middle Eastern)",Female,Yes,
10/25/2019 16:26,10/25/2019 16:29,IP Address,152.3.43.40,100,180,TRUE,10/25/2019 16:29,R_1Hbq10We2rMztyV,,,,Sophomore,,May of,2022,,,This is my first formal economics course,,I am interested in economics as a subject.,,"Wall Street-type occupation,Working for a government agency, non-profit, foundation, NGO, etc.",It had no effect on my decision.,,,90,I expect a double major with economics being one of my majors,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Neutral,Yes,Yes,Yes,Yes,Yes,Above-average competitive,Above-average competitive,I now feel it is less competitive,I now feel it is less competitive,Asset pricing,3,9,0,0,1,4,Daily,4,0,0,"No, it is irrelevant.",,Only my father received a college or university degree.,FALSE,No,White (including Middle Eastern),Male,Yes,
10/25/2019 16:28,10/25/2019 16:29,IP Address,174.194.7.102,100,103,TRUE,10/25/2019 16:29,R_1LSwO7KfbLTbYAQ,,,,Sophomore,,May of,2022,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.",,None of the above,It made my decision easier.,,,22,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Average,Average,No change,I now feel like it is more competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",8,8,6,0,10,9,Hardly ever,1,3,0,"No, it is irrelevant.",,Both of my parents received a college or university degree.,TRUE,No,Asian (including Indian subcontinent and Philippines),Male,Yes,
